,miner,logP_Name,logM_Name,imf_noise_thr,hm_depen_thr,im_bi_sup,im_bi_ratio,use_gnn,fit_tok,fit_alig,prec_tok,prec_alig,f1_tok,f1_alig,net,im,fm,acc_align,acc_trace,precP
0,IMbi_aprox,2012_O_lp,2012_O_lm,0,0,0.3,1,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, sink, source ]
transitions: [ (2871cfb4-e38a-4431-8f07-51860fe80886, 'O_SENT_BACK'), (2a583553-a3de-49e3-baa3-6f6e81be614d, 'O_ACCEPTED'), (9e094f41-3891-422d-8596-99f98e828761, 'O_CREATED'), (b1f7e5f9-ac36-4c82-80e9-2b71e6fa1a94, 'O_SENT'), (c1999f0d-31aa-49a4-8381-30584d01db79, 'O_SELECTED'), (c46194e2-d676-4274-9cbf-0850e56a40d8, 'O_DECLINED'), (e4bc06a4-fee4-4cbe-953a-a5da9506f603, 'O_CANCELLED'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (2871cfb4-e38a-4431-8f07-51860fe80886, 'O_SENT_BACK')->p_7, (2a583553-a3de-49e3-baa3-6f6e81be614d, 'O_ACCEPTED')->sink, (9e094f41-3891-422d-8596-99f98e828761, 'O_CREATED')->p_4, (b1f7e5f9-ac36-4c82-80e9-2b71e6fa1a94, 'O_SENT')->p_5, (c1999f0d-31aa-49a4-8381-30584d01db79, 'O_SELECTED')->p_3, (c46194e2-d676-4274-9cbf-0850e56a40d8, 'O_DECLINED')->sink, (e4bc06a4-fee4-4cbe-953a-a5da9506f603, 'O_CANCELLED')->p_6, (skip_1, None)->p_6, (skip_2, None)->p_7, (skip_3, None)->sink, p_3->(9e094f41-3891-422d-8596-99f98e828761, 'O_CREATED'), p_4->(b1f7e5f9-ac36-4c82-80e9-2b71e6fa1a94, 'O_SENT'), p_5->(e4bc06a4-fee4-4cbe-953a-a5da9506f603, 'O_CANCELLED'), p_5->(skip_1, None), p_6->(2871cfb4-e38a-4431-8f07-51860fe80886, 'O_SENT_BACK'), p_6->(skip_2, None), p_7->(2a583553-a3de-49e3-baa3-6f6e81be614d, 'O_ACCEPTED'), p_7->(c46194e2-d676-4274-9cbf-0850e56a40d8, 'O_DECLINED'), p_7->(skip_3, None), source->(c1999f0d-31aa-49a4-8381-30584d01db79, 'O_SELECTED') ]",['source:1'],['sink:1'],0.12,0.29,0.84
0,IMbi_freq,2017_O_lp,2017_O_lm,0,0,0.3,1,False,,,,,,,"places: [ p_10, p_11, p_12, p_15, p_16, p_17, p_18, p_19, p_20, p_23, p_24, p_25, p_26, p_5, p_6, p_7, p_8, sink, source ]
transitions: [ (0559d5e7-22c9-4153-98b3-051853422395, 'O_Refused'), (3bd32e8d-3b52-4ffe-ba1f-f31a2ce1bc21, 'O_Created'), (70dcaafd-36ca-42b9-b6d1-248708124af1, 'O_Sent (online only)'), (7996931d-90d4-4cc4-8297-2d0c58106e3c, 'O_Accepted'), (851648c1-1ab7-40c3-9c8f-19ced4ffc8db, 'O_Cancelled'), (ad9da543-5414-4fd2-822b-7c51037bda26, 'O_Sent (mail and online)'), (db3ec6f8-cd49-4f8d-9c88-f2d59c267e0b, 'O_Returned'), (dc4948ce-9a86-4f5c-b939-b8f17a8ffa31, 'O_Create Offer'), (init_loop_15, None), (init_loop_4, None), (init_loop_7, None), (skip_10, None), (skip_11, None), (skip_14, None), (skip_17, None), (skip_18, None), (skip_19, None), (skip_6, None), (skip_9, None), (tauJoin_13, None), (tauSplit_12, None), (tau_1, None) ]
arcs: [ (0559d5e7-22c9-4153-98b3-051853422395, 'O_Refused')->p_20, (3bd32e8d-3b52-4ffe-ba1f-f31a2ce1bc21, 'O_Created')->p_11, (70dcaafd-36ca-42b9-b6d1-248708124af1, 'O_Sent (online only)')->p_8, (7996931d-90d4-4cc4-8297-2d0c58106e3c, 'O_Accepted')->sink, (851648c1-1ab7-40c3-9c8f-19ced4ffc8db, 'O_Cancelled')->p_16, (ad9da543-5414-4fd2-822b-7c51037bda26, 'O_Sent (mail and online)')->p_24, (db3ec6f8-cd49-4f8d-9c88-f2d59c267e0b, 'O_Returned')->p_26, (dc4948ce-9a86-4f5c-b939-b8f17a8ffa31, 'O_Create Offer')->p_12, (init_loop_15, None)->p_19, (init_loop_4, None)->p_7, (init_loop_7, None)->p_10, (skip_10, None)->p_7, (skip_11, None)->p_6, (skip_14, None)->p_18, (skip_17, None)->p_19, (skip_18, None)->p_18, (skip_19, None)->p_23, (skip_19, None)->p_25, (skip_6, None)->p_8, (skip_9, None)->p_10, (tauJoin_13, None)->p_5, (tauSplit_12, None)->p_15, (tauSplit_12, None)->p_17, (tau_1, None)->p_5, p_10->(dc4948ce-9a86-4f5c-b939-b8f17a8ffa31, 'O_Create Offer'), p_11->(skip_10, None), p_11->(skip_9, None), p_12->(3bd32e8d-3b52-4ffe-ba1f-f31a2ce1bc21, 'O_Created'), p_15->(851648c1-1ab7-40c3-9c8f-19ced4ffc8db, 'O_Cancelled'), p_16->(tauJoin_13, None), p_17->(init_loop_15, None), p_17->(skip_14, None), p_18->(tauJoin_13, None), p_19->(0559d5e7-22c9-4153-98b3-051853422395, 'O_Refused'), p_20->(skip_17, None), p_20->(skip_18, None), p_23->(ad9da543-5414-4fd2-822b-7c51037bda26, 'O_Sent (mail and online)'), p_24->(7996931d-90d4-4cc4-8297-2d0c58106e3c, 'O_Accepted'), p_25->(db3ec6f8-cd49-4f8d-9c88-f2d59c267e0b, 'O_Returned'), p_26->(7996931d-90d4-4cc4-8297-2d0c58106e3c, 'O_Accepted'), p_5->(init_loop_4, None), p_6->(skip_19, None), p_6->(tauSplit_12, None), p_7->(70dcaafd-36ca-42b9-b6d1-248708124af1, 'O_Sent (online only)'), p_7->(skip_6, None), p_8->(init_loop_7, None), p_8->(skip_11, None), source->(tau_1, None) ]",['source:1'],['sink:1'],0.19,0.34,0.53
0,IMbi_rel,2017_O_lp,2017_O_lm,0,0,0.3,1,False,,,,,,,"places: [ p_10, p_11, p_12, p_13, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (01d4fdad-222d-4c7a-a1a6-8ee51e7fcae5, 'O_Sent (online only)'), (059dd3ae-0ff9-4fa6-8725-48d35fafa755, 'O_Created'), (8b14ed25-8630-487e-9109-ab91b798c9be, 'O_Sent (mail and online)'), (a359512d-ab1c-4749-8c1e-75ca99300503, 'O_Returned'), (a779d78e-1341-49f9-8979-874724220f98, 'O_Refused'), (b356c4fb-70de-422b-a895-48f95b25ac29, 'O_Create Offer'), (cecc244a-34e2-4327-9972-7f7598736bd5, 'O_Accepted'), (dc77a147-9cba-4d9d-96dd-907d5f368df8, 'O_Cancelled'), (init_loop_4, None), (init_loop_7, None), (skip_10, None), (skip_11, None), (skip_12, None), (skip_13, None), (skip_14, None), (skip_15, None), (skip_6, None), (skip_9, None), (tau_1, None) ]
arcs: [ (01d4fdad-222d-4c7a-a1a6-8ee51e7fcae5, 'O_Sent (online only)')->sink, (059dd3ae-0ff9-4fa6-8725-48d35fafa755, 'O_Created')->p_11, (8b14ed25-8630-487e-9109-ab91b798c9be, 'O_Sent (mail and online)')->p_10, (a359512d-ab1c-4749-8c1e-75ca99300503, 'O_Returned')->p_7, (a779d78e-1341-49f9-8979-874724220f98, 'O_Refused')->p_9, (b356c4fb-70de-422b-a895-48f95b25ac29, 'O_Create Offer')->p_13, (cecc244a-34e2-4327-9972-7f7598736bd5, 'O_Accepted')->p_12, (dc77a147-9cba-4d9d-96dd-907d5f368df8, 'O_Cancelled')->p_5, (init_loop_4, None)->p_7, (init_loop_7, None)->p_10, (skip_10, None)->p_13, (skip_11, None)->p_11, (skip_12, None)->p_8, (skip_13, None)->p_6, (skip_14, None)->p_4, (skip_15, None)->sink, (skip_6, None)->p_9, (skip_9, None)->p_12, (tau_1, None)->p_5, p_10->(cecc244a-34e2-4327-9972-7f7598736bd5, 'O_Accepted'), p_10->(skip_9, None), p_11->(8b14ed25-8630-487e-9109-ab91b798c9be, 'O_Sent (mail and online)'), p_11->(skip_12, None), p_12->(b356c4fb-70de-422b-a895-48f95b25ac29, 'O_Create Offer'), p_12->(skip_10, None), p_13->(059dd3ae-0ff9-4fa6-8725-48d35fafa755, 'O_Created'), p_13->(skip_11, None), p_4->(01d4fdad-222d-4c7a-a1a6-8ee51e7fcae5, 'O_Sent (online only)'), p_4->(skip_15, None), p_5->(init_loop_4, None), p_6->(dc77a147-9cba-4d9d-96dd-907d5f368df8, 'O_Cancelled'), p_6->(skip_14, None), p_7->(a779d78e-1341-49f9-8979-874724220f98, 'O_Refused'), p_7->(skip_6, None), p_8->(a359512d-ab1c-4749-8c1e-75ca99300503, 'O_Returned'), p_8->(skip_13, None), p_9->(init_loop_7, None), source->(tau_1, None) ]",['source:1'],['sink:1'],-0.0,-0.04,0.38
0,IMbi_aprox,2017_O_lp,2017_O_lm,0,0,0.3,1,False,,,,,,,"places: [ p_10, p_11, p_12, p_14, p_4, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (019f30a5-e838-4115-92fd-6b905bef4fe1, 'O_Cancelled'), (39f457f6-2c90-4469-a033-5267159185ac, 'O_Sent (online only)'), (42612445-a84d-45d8-8f80-4039b7d841a3, 'O_Refused'), (5b92248a-234d-48c2-a934-2c6aa4d17a3f, 'O_Create Offer'), (ac2ce738-cf28-4d09-96cc-9f24a2715ef2, 'O_Created'), (c5652a09-a7ab-44ac-b13a-79ae1a5a183e, 'O_Sent (mail and online)'), (ceaa7894-7121-4653-b6e3-1ceb4727378b, 'O_Returned'), (f2eaa271-0511-427b-a818-344127e8a9ed, 'O_Accepted'), (skip_10, None), (skip_11, None), (skip_4, None), (skip_5, None), (skip_8, None), (skip_9, None), (tauJoin_7, None), (tauSplit_6, None), (tau_1, None) ]
arcs: [ (019f30a5-e838-4115-92fd-6b905bef4fe1, 'O_Cancelled')->p_14, (39f457f6-2c90-4469-a033-5267159185ac, 'O_Sent (online only)')->sink, (42612445-a84d-45d8-8f80-4039b7d841a3, 'O_Refused')->p_12, (5b92248a-234d-48c2-a934-2c6aa4d17a3f, 'O_Create Offer')->p_10, (ac2ce738-cf28-4d09-96cc-9f24a2715ef2, 'O_Created')->p_12, (c5652a09-a7ab-44ac-b13a-79ae1a5a183e, 'O_Sent (mail and online)')->p_8, (ceaa7894-7121-4653-b6e3-1ceb4727378b, 'O_Returned')->p_5, (f2eaa271-0511-427b-a818-344127e8a9ed, 'O_Accepted')->p_6, (skip_10, None)->p_14, (skip_11, None)->sink, (skip_4, None)->p_7, (skip_5, None)->p_8, (skip_8, None)->p_6, (skip_9, None)->p_4, (tauJoin_7, None)->p_7, (tauSplit_6, None)->p_11, (tauSplit_6, None)->p_9, (tau_1, None)->p_5, p_10->(tauJoin_7, None), p_11->(42612445-a84d-45d8-8f80-4039b7d841a3, 'O_Refused'), p_11->(ac2ce738-cf28-4d09-96cc-9f24a2715ef2, 'O_Created'), p_12->(tauJoin_7, None), p_14->(39f457f6-2c90-4469-a033-5267159185ac, 'O_Sent (online only)'), p_14->(skip_11, None), p_4->(019f30a5-e838-4115-92fd-6b905bef4fe1, 'O_Cancelled'), p_4->(skip_10, None), p_5->(c5652a09-a7ab-44ac-b13a-79ae1a5a183e, 'O_Sent (mail and online)'), p_5->(skip_4, None), p_5->(skip_5, None), p_6->(ceaa7894-7121-4653-b6e3-1ceb4727378b, 'O_Returned'), p_6->(skip_9, None), p_7->(f2eaa271-0511-427b-a818-344127e8a9ed, 'O_Accepted'), p_7->(skip_8, None), p_8->(tauSplit_6, None), p_9->(5b92248a-234d-48c2-a934-2c6aa4d17a3f, 'O_Create Offer'), source->(tau_1, None) ]",['source:1'],['sink:1'],0.04,-0.01,0.29
0,IMbi_freq,2012_O_lp,2012_O_lm,0,0,0.4,1,False,,,,,,,"places: [ p_5, p_6, p_8, p_9, sink, source ]
transitions: [ (072bcc2d-28a3-4fe6-bf36-6c5b524ca5cd, 'O_SENT_BACK'), (64d8774b-1961-4e3d-9ef9-8616338534bd, 'O_SENT'), (6a18b61d-b226-4559-8a1d-a7606361596c, 'O_DECLINED'), (8593d9e1-b6f2-4b99-9b23-22d974651c47, 'O_CREATED'), (8c8757e0-543f-4cdc-8c29-b33f1cf0358d, 'O_CANCELLED'), (8ed858b4-e38d-48f0-9b3f-3ca28f066921, 'O_ACCEPTED'), (a2400f58-25e9-4627-84b3-e524018ebc7f, 'O_SELECTED'), (skip_5, None), (tau_1, None) ]
arcs: [ (072bcc2d-28a3-4fe6-bf36-6c5b524ca5cd, 'O_SENT_BACK')->p_9, (64d8774b-1961-4e3d-9ef9-8616338534bd, 'O_SENT')->p_8, (6a18b61d-b226-4559-8a1d-a7606361596c, 'O_DECLINED')->sink, (8593d9e1-b6f2-4b99-9b23-22d974651c47, 'O_CREATED')->p_6, (8c8757e0-543f-4cdc-8c29-b33f1cf0358d, 'O_CANCELLED')->p_5, (8ed858b4-e38d-48f0-9b3f-3ca28f066921, 'O_ACCEPTED')->sink, (a2400f58-25e9-4627-84b3-e524018ebc7f, 'O_SELECTED')->p_6, (skip_5, None)->sink, (tau_1, None)->p_5, p_5->(8593d9e1-b6f2-4b99-9b23-22d974651c47, 'O_CREATED'), p_5->(a2400f58-25e9-4627-84b3-e524018ebc7f, 'O_SELECTED'), p_6->(64d8774b-1961-4e3d-9ef9-8616338534bd, 'O_SENT'), p_6->(8c8757e0-543f-4cdc-8c29-b33f1cf0358d, 'O_CANCELLED'), p_8->(072bcc2d-28a3-4fe6-bf36-6c5b524ca5cd, 'O_SENT_BACK'), p_9->(6a18b61d-b226-4559-8a1d-a7606361596c, 'O_DECLINED'), p_9->(8ed858b4-e38d-48f0-9b3f-3ca28f066921, 'O_ACCEPTED'), p_9->(skip_5, None), source->(tau_1, None) ]",['source:1'],['sink:1'],0.11,0.0,0.25
0,IMbi_rel,2012_O_lp,2012_O_lm,0,0,0.4,1,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, sink, source ]
transitions: [ (0795aecb-ebe9-427e-8ef5-4fdddcfab8e2, 'O_CANCELLED'), (2f3f90d0-d362-4568-b7f7-f6b7da00df91, 'O_CREATED'), (419673dd-a132-4461-a126-a07c1682c33b, 'O_ACCEPTED'), (44da1c55-25a9-450d-b259-7bc827d0c336, 'O_SENT_BACK'), (51dcdac4-dc60-40e1-bfd1-e2b8e98701cc, 'O_DECLINED'), (606aab15-8215-4e8e-9f71-d1b08a216d62, 'O_SELECTED'), (c2606ca3-3d6b-4357-9f39-f2289cff22eb, 'O_SENT'), (skip_1, None), (skip_2, None), (skip_3, None) ]
arcs: [ (0795aecb-ebe9-427e-8ef5-4fdddcfab8e2, 'O_CANCELLED')->sink, (2f3f90d0-d362-4568-b7f7-f6b7da00df91, 'O_CREATED')->p_4, (419673dd-a132-4461-a126-a07c1682c33b, 'O_ACCEPTED')->p_7, (44da1c55-25a9-450d-b259-7bc827d0c336, 'O_SENT_BACK')->sink, (51dcdac4-dc60-40e1-bfd1-e2b8e98701cc, 'O_DECLINED')->p_6, (606aab15-8215-4e8e-9f71-d1b08a216d62, 'O_SELECTED')->p_3, (c2606ca3-3d6b-4357-9f39-f2289cff22eb, 'O_SENT')->p_5, (skip_1, None)->p_6, (skip_2, None)->p_7, (skip_3, None)->sink, p_3->(2f3f90d0-d362-4568-b7f7-f6b7da00df91, 'O_CREATED'), p_4->(c2606ca3-3d6b-4357-9f39-f2289cff22eb, 'O_SENT'), p_5->(51dcdac4-dc60-40e1-bfd1-e2b8e98701cc, 'O_DECLINED'), p_5->(skip_1, None), p_6->(419673dd-a132-4461-a126-a07c1682c33b, 'O_ACCEPTED'), p_6->(skip_2, None), p_7->(0795aecb-ebe9-427e-8ef5-4fdddcfab8e2, 'O_CANCELLED'), p_7->(44da1c55-25a9-450d-b259-7bc827d0c336, 'O_SENT_BACK'), p_7->(skip_3, None), source->(606aab15-8215-4e8e-9f71-d1b08a216d62, 'O_SELECTED') ]",['source:1'],['sink:1'],0.08,-0.08,0.86
0,IMbi_aprox,2012_O_lp,2012_O_lm,0,0,0.4,1,False,,,,,,,"places: [ p_3, p_4, p_5, p_6, p_7, sink, source ]
transitions: [ (0fd712b1-faa9-4c12-bd62-a4701d29423a, 'O_CANCELLED'), (1a69964b-448d-4838-9c7d-eb290e5dbe4c, 'O_DECLINED'), (2b9f45e0-70e0-4161-afa4-a28b3c7b3531, 'O_SENT'), (60bccbea-6132-4e32-b284-21f5dd7e52a0, 'O_SENT_BACK'), (9a1ce674-192a-43f1-be26-c9b4af839e6a, 'O_SELECTED'), (a49e56e9-655f-443c-9e7f-d3a217cf3831, 'O_ACCEPTED'), (a916a4b8-fd1d-4f78-a918-a6ab6faf041a, 'O_CREATED'), (skip_1, None), (skip_2, None) ]
arcs: [ (0fd712b1-faa9-4c12-bd62-a4701d29423a, 'O_CANCELLED')->p_6, (1a69964b-448d-4838-9c7d-eb290e5dbe4c, 'O_DECLINED')->sink, (2b9f45e0-70e0-4161-afa4-a28b3c7b3531, 'O_SENT')->p_5, (60bccbea-6132-4e32-b284-21f5dd7e52a0, 'O_SENT_BACK')->p_7, (9a1ce674-192a-43f1-be26-c9b4af839e6a, 'O_SELECTED')->p_3, (a49e56e9-655f-443c-9e7f-d3a217cf3831, 'O_ACCEPTED')->sink, (a916a4b8-fd1d-4f78-a918-a6ab6faf041a, 'O_CREATED')->p_4, (skip_1, None)->p_6, (skip_2, None)->sink, p_3->(a916a4b8-fd1d-4f78-a918-a6ab6faf041a, 'O_CREATED'), p_4->(2b9f45e0-70e0-4161-afa4-a28b3c7b3531, 'O_SENT'), p_5->(0fd712b1-faa9-4c12-bd62-a4701d29423a, 'O_CANCELLED'), p_5->(skip_1, None), p_6->(60bccbea-6132-4e32-b284-21f5dd7e52a0, 'O_SENT_BACK'), p_7->(1a69964b-448d-4838-9c7d-eb290e5dbe4c, 'O_DECLINED'), p_7->(a49e56e9-655f-443c-9e7f-d3a217cf3831, 'O_ACCEPTED'), p_7->(skip_2, None), source->(9a1ce674-192a-43f1-be26-c9b4af839e6a, 'O_SELECTED') ]",['source:1'],['sink:1'],0.13,0.37,0.98
0,IMbi_freq,2017_O_lp,2017_O_lm,0,0,0.4,1,False,,,,,,,"places: [ p_10, p_11, p_14, p_15, p_5, p_6, p_7, p_8, p_9, sink, source ]
transitions: [ (01ba2b9c-303b-4d20-ade5-e08937eadfc5, 'O_Cancelled'), (123a25e3-8d72-4325-8be7-140f0f0827e9, 'O_Accepted'), (216d0bd9-3f71-45c6-84b1-9897bf9ebfbb, 'O_Sent (online only)'), (385b9519-6bf6-47d4-b825-96ffd91ae6ef, 'O_Sent (mail and online)'), (8c03ae5b-0422-4628-8fd6-4d6e02aa42da, 'O_Created'), (93744374-d2e1-409b-b121-3daa46288f10, 'O_Returned'), (9b8c4afa-0c26-4d60-b21f-dab4f2ace1f2, 'O_Refused'), (cbdd7541-b568-4c40-b5f9-8c7f33d99cfa, 'O_Create Offer'), (init_loop_5, None), (skip_10, None), (skip_4, None), (skip_7, None), (skip_8, None), (skip_9, None), (tau_1, None) ]
arcs: [ (01ba2b9c-303b-4d20-ade5-e08937eadfc5, 'O_Cancelled')->p_6, (123a25e3-8d72-4325-8be7-140f0f0827e9, 'O_Accepted')->sink, (216d0bd9-3f71-45c6-84b1-9897bf9ebfbb, 'O_Sent (online only)')->p_6, (385b9519-6bf6-47d4-b825-96ffd91ae6ef, 'O_Sent (mail and online)')->p_14, (8c03ae5b-0422-4628-8fd6-4d6e02aa42da, 'O_Created')->p_8, (93744374-d2e1-409b-b121-3daa46288f10, 'O_Returned')->p_15, (9b8c4afa-0c26-4d60-b21f-dab4f2ace1f2, 'O_Refused')->p_11, (cbdd7541-b568-4c40-b5f9-8c7f33d99cfa, 'O_Create Offer')->p_7, (init_loop_5, None)->p_10, (skip_10, None)->p_5, (skip_4, None)->p_9, (skip_7, None)->p_10, (skip_8, None)->p_9, (skip_9, None)->p_6, (tau_1, None)->p_5, p_10->(9b8c4afa-0c26-4d60-b21f-dab4f2ace1f2, 'O_Refused'), p_11->(skip_7, None), p_11->(skip_8, None), p_14->(93744374-d2e1-409b-b121-3daa46288f10, 'O_Returned'), p_15->(123a25e3-8d72-4325-8be7-140f0f0827e9, 'O_Accepted'), p_5->(cbdd7541-b568-4c40-b5f9-8c7f33d99cfa, 'O_Create Offer'), p_6->(385b9519-6bf6-47d4-b825-96ffd91ae6ef, 'O_Sent (mail and online)'), p_6->(skip_10, None), p_7->(8c03ae5b-0422-4628-8fd6-4d6e02aa42da, 'O_Created'), p_8->(init_loop_5, None), p_8->(skip_4, None), p_9->(01ba2b9c-303b-4d20-ade5-e08937eadfc5, 'O_Cancelled'), p_9->(216d0bd9-3f71-45c6-84b1-9897bf9ebfbb, 'O_Sent (online only)'), p_9->(skip_9, None), source->(tau_1, None) ]",['source:1'],['sink:1'],0.15,0.34,0.88
